,time,data_rate,rssi,sensor,snr
310,2019-10-25 11:14:59.627502848+00:00,SF12BW125,-102,node2,4.2
311,2019-10-25 11:15:20.872192+00:00,SF12BW125,-113,node3,-0.5
312,2019-10-25 11:16:05.745124096+00:00,SF12BW125,-103,node2,4.0
313,2019-10-25 11:17:33.108544+00:00,SF12BW125,-109,node3,-0.5
314,2019-10-25 11:18:17.971719936+00:00,SF12BW125,-102,node2,3.2
315,2019-10-25 11:18:39.251981056+00:00,SF12BW125,-109,node3,-0.5
316,2019-10-25 11:19:24.090894080+00:00,SF12BW125,-102,node2,5.0
317,2019-10-25 11:19:45.341500928+00:00,SF12BW125,-109,node3,-1.2
318,2019-10-25 11:20:30.206150144+00:00,SF12BW125,-103,node2,5.5
319,2019-10-25 11:21:36.325169152+00:00,SF12BW125,-103,node2,3.2
320,2019-10-25 11:21:57.571800832+00:00,SF12BW125,-112,node3,-1.0
321,2019-10-25 11:22:42.442768128+00:00,SF12BW125,-103,node2,4.2
322,2019-10-25 11:23:03.688449024+00:00,SF12BW125,-114,node3,-7.2
323,2019-10-25 11:23:48.561976832+00:00,SF12BW125,-101,node2,4.8
324,2019-10-25 11:24:09.811748864+00:00,SF12BW125,-111,node3,-1.0
325,2019-10-25 11:24:54.677619968+00:00,SF12BW125,-102,node2,4.8
326,2019-10-25 11:25:15.927889152+00:00,SF12BW125,-111,node3,-1.0
327,2019-10-25 11:26:22.042980864+00:00,SF12BW125,-110,node3,-1.8
328,2019-10-25 11:27:06.917416960+00:00,SF12BW125,-103,node2,4.8
329,2019-10-25 11:27:28.163243008+00:00,SF12BW125,-108,node3,0.5
330,2019-10-25 11:28:13.034320128+00:00,SF12BW125,-105,node2,3.8
331,2019-10-25 11:28:34.274928128+00:00,SF12BW125,-109,node3,0.2
332,2019-10-25 11:29:19.149219072+00:00,SF12BW125,-102,node2,4.0
333,2019-10-25 11:29:40.389659904+00:00,SF12BW125,-109,node3,-4.2
334,2019-10-25 11:30:25.262587136+00:00,SF12BW125,-103,node2,5.5
335,2019-10-25 11:30:46.506447104+00:00,SF12BW125,-108,node3,-2.2
336,2019-10-25 11:31:31.383304960+00:00,SF12BW125,-103,node2,3.2
337,2019-10-25 11:31:52.628226048+00:00,SF12BW125,-111,node3,-11.0
338,2019-10-25 11:32:37.499644928+00:00,SF12BW125,-103,node2,3.5
339,2019-10-25 11:32:58.742324224+00:00,SF12BW125,-109,node3,-1.0
340,2019-10-25 11:33:43.614021120+00:00,SF12BW125,-103,node2,3.8
341,2019-10-25 11:34:04.862670848+00:00,SF12BW125,-109,node3,0.0
342,2019-10-25 11:34:49.734955008+00:00,SF12BW125,-103,node2,5.5
343,2019-10-25 11:35:10.980513024+00:00,SF12BW125,-111,node3,-1.2
344,2019-10-25 11:35:55.851891968+00:00,SF12BW125,-103,node2,3.8
345,2019-10-25 11:36:17.099354112+00:00,SF12BW125,-112,node3,-4.2
346,2019-10-25 11:37:01.965701120+00:00,SF12BW125,-101,node2,5.5
347,2019-10-25 11:37:23.209244928+00:00,SF12BW125,-109,node3,-1.5
348,2019-10-25 11:38:08.090224896+00:00,SF12BW125,-101,node2,5.0
349,2019-10-25 11:38:29.327299072+00:00,SF12BW125,-112,node3,0.2
350,2019-10-25 11:39:14.207723008+00:00,SF12BW125,-102,node2,4.8
351,2019-10-25 11:39:35.443468032+00:00,SF12BW125,-108,node3,1.0
352,2019-10-25 11:40:20.316943872+00:00,SF12BW125,-102,node2,4.5
353,2019-10-25 11:41:47.676009984+00:00,SF12BW125,-111,node3,-2.0
354,2019-10-25 11:42:32.557490944+00:00,SF12BW125,-101,node2,4.8
355,2019-10-25 11:42:53.797581056+00:00,SF12BW125,-109,node3,0.0
356,2019-10-25 11:43:38.671625984+00:00,SF12BW125,-102,node2,4.8
357,2019-10-25 11:43:59.920724992+00:00,SF12BW125,-109,node3,0.0
358,2019-10-25 11:44:44.794375936+00:00,SF12BW125,-102,node2,5.2
359,2019-10-25 11:45:06.075654912+00:00,SF12BW125,-107,node3,0.0
360,2019-10-25 11:45:50.906806016+00:00,SF12BW125,-102,node2,5.2
361,2019-10-25 11:46:36.756500992+00:00,SF12BW125,-101,node1,5.8
362,2019-10-25 11:46:57.030811136+00:00,SF12BW125,-102,node2,3.5
363,2019-10-25 11:47:09.945199104+00:00,SF12BW125,-96,node1,7.0
364,2019-10-25 11:47:18.267832064+00:00,SF12BW125,-111,node3,-0.2
365,2019-10-25 11:47:43.261726976+00:00,SF12BW125,-101,node1,1.8
366,2019-10-25 11:48:03.147324928+00:00,SF12BW125,-102,node2,4.5
367,2019-10-25 11:48:24.385970944+00:00,SF12BW125,-108,node3,-3.8
368,2019-10-25 11:48:49.373243136+00:00,SF12BW125,-86,node1,8.2
369,2019-10-25 11:49:09.263981056+00:00,SF12BW125,-101,node2,4.5
370,2019-10-25 11:49:55.490511872+00:00,SF12BW125,-85,node1,8.0
371,2019-10-25 11:50:15.373806080+00:00,SF12BW125,-103,node2,5.2
372,2019-10-25 11:50:36.618194176+00:00,SF12BW125,-111,node3,-7.2
373,2019-10-25 11:51:21.496786944+00:00,SF12BW125,-102,node2,4.0
374,2019-10-25 11:51:42.729458944+00:00,SF12BW125,-109,node3,-1.0
375,2019-10-25 11:52:27.636984064+00:00,SF12BW125,-103,node2,4.8
376,2019-10-25 11:52:48.854702080+00:00,SF12BW125,-112,node3,-2.5
377,2019-10-25 11:53:33.731476992+00:00,SF12BW125,-101,node2,4.0
378,2019-10-25 11:53:54.964422912+00:00,SF12BW125,-109,node3,0.0
379,2019-10-25 11:54:39.843485952+00:00,SF12BW125,-96,node2,5.8
380,2019-10-25 11:55:01.086062848+00:00,SF12BW125,-109,node3,-0.2
381,2019-10-25 11:56:07.202624+00:00,SF12BW125,-108,node3,-0.5
382,2019-10-25 11:57:13.322830848+00:00,SF12BW125,-107,node3,-0.5
383,2019-10-25 11:58:19.432848896+00:00,SF12BW125,-109,node3,-3.8
384,2019-10-25 11:58:55.944364032+00:00,SF12BW125,-106,node3,1.8
385,2019-10-25 11:59:04.992563968+00:00,SF12BW125,-105,node3,4.5
386,2019-10-25 11:59:19.773519104+00:00,SF12BW125,-100,node3,5.2
387,2019-10-28 07:43:30.702490112+00:00,SF12BW125,-103,node1,4.8
388,2019-10-28 07:44:15.077783040+00:00,SF12BW125,-105,node2,2.5
389,2019-10-28 07:45:05.703654912+00:00,SF12BW125,-97,node3,7.8
390,2019-10-28 07:45:21.189374976+00:00,SF12BW125,-102,node2,3.5
391,2019-10-28 07:45:42.935290112+00:00,SF12BW125,-102,node1,5.0
392,2019-10-28 07:46:11.820795136+00:00,SF12BW125,-94,node3,5.8
393,2019-10-28 07:46:27.310499840+00:00,SF12BW125,-104,node2,3.2
394,2019-10-28 07:46:49.053504+00:00,SF12BW125,-103,node1,4.0
395,2019-10-28 07:47:17.937357056+00:00,SF12BW125,-96,node3,7.8
396,2019-10-28 07:47:33.422130176+00:00,SF12BW125,-105,node2,3.0
397,2019-10-28 07:47:55.173166080+00:00,SF12BW125,-99,node1,4.8
398,2019-10-28 07:48:24.050195968+00:00,SF12BW125,-97,node3,6.8
399,2019-10-28 07:48:39.542493184+00:00,SF12BW125,-105,node2,3.5
400,2019-10-28 07:49:01.287124992+00:00,SF12BW125,-99,node1,5.0
401,2019-10-28 07:49:30.168546816+00:00,SF12BW125,-95,node3,5.8
402,2019-10-28 07:49:45.659117824+00:00,SF12BW125,-108,node2,1.0
403,2019-10-28 07:50:07.401760+00:00,SF12BW125,-100,node1,4.0
404,2019-10-28 07:50:51.781289216+00:00,SF12BW125,-106,node2,2.8
405,2019-10-28 07:51:13.526892800+00:00,SF12BW125,-102,node1,5.5
406,2019-10-28 07:51:42.401315840+00:00,SF12BW125,-97,node3,7.0
407,2019-10-28 07:52:19.641513984+00:00,SF12BW125,-109,node1,4.0
408,2019-10-28 07:52:48.517829888+00:00,SF12BW125,-94,node3,6.8
409,2019-10-28 07:53:04.012246016+00:00,SF12BW125,-108,node2,2.0
410,2019-10-28 07:53:25.779213824+00:00,SF12BW125,-107,node1,3.2
411,2019-10-28 07:53:54.639353088+00:00,SF12BW125,-94,node3,6.5
412,2019-10-28 07:54:10.135118848+00:00,SF12BW125,-106,node2,2.0
413,2019-10-28 07:54:31.868026880+00:00,SF12BW125,-103,node1,5.0
414,2019-10-28 07:55:00.754779136+00:00,SF12BW125,-96,node3,7.5
415,2019-10-28 07:55:16.243141888+00:00,SF12BW125,-107,node2,2.5
416,2019-10-28 07:55:37.992350208+00:00,SF12BW125,-106,node1,2.8
417,2019-10-28 07:56:06.875161856+00:00,SF12BW125,-96,node3,7.2
418,2019-10-28 07:56:22.365165824+00:00,SF12BW125,-106,node2,2.8
419,2019-10-28 07:56:44.106624+00:00,SF12BW125,-103,node1,2.8
420,2019-10-28 07:57:12.987580928+00:00,SF12BW125,-97,node3,8.8
421,2019-10-28 07:57:28.478337024+00:00,SF12BW125,-108,node2,0.0
422,2019-10-28 07:57:50.229980928+00:00,SF12BW125,-99,node1,4.5
423,2019-10-28 07:58:19.103166208+00:00,SF12BW125,-95,node3,7.0
424,2019-10-28 07:58:34.592745984+00:00,SF12BW125,-108,node2,2.0
425,2019-10-28 07:58:56.338792960+00:00,SF12BW125,-100,node1,5.5
426,2019-10-28 07:59:40.716855040+00:00,SF12BW125,-104,node2,2.5
427,2019-10-28 08:00:02.459220992+00:00,SF12BW125,-101,node1,4.8
428,2019-10-28 08:00:31.343758080+00:00,SF12BW125,-96,node3,7.5
429,2019-10-28 08:00:46.827159808+00:00,SF12BW125,-109,node2,0.5
430,2019-10-28 08:01:52.946420992+00:00,SF12BW125,-108,node2,1.0
431,2019-10-28 08:02:14.689542144+00:00,SF12BW125,-101,node1,5.0
432,2019-10-28 08:02:43.568775936+00:00,SF12BW125,-96,node3,6.8
433,2019-10-28 08:02:59.060379904+00:00,SF12BW125,-106,node2,2.0
434,2019-10-28 08:03:20.804289024+00:00,SF12BW125,-103,node1,3.2
435,2019-10-28 08:03:49.692431872+00:00,SF12BW125,-96,node3,7.2
436,2019-10-28 08:04:05.182394112+00:00,SF12BW125,-108,node2,1.2
437,2019-10-28 08:04:55.827110144+00:00,SF12BW125,-95,node3,7.0
438,2019-10-28 08:05:33.041070080+00:00,SF12BW125,-103,node1,3.8
439,2019-10-28 08:06:01.925559040+00:00,SF12BW125,-97,node3,7.5
440,2019-10-28 08:06:17.417971968+00:00,SF12BW125,-104,node2,3.8
441,2019-10-28 08:07:45.278951936+00:00,SF12BW125,-107,node1,3.0
442,2019-10-28 08:08:14.158670848+00:00,SF12BW125,-95,node3,6.5
443,2019-10-28 08:08:29.646370816+00:00,SF12BW125,-106,node2,2.2
444,2019-10-28 08:08:51.389611008+00:00,SF12BW125,-107,node1,4.8
445,2019-10-28 08:09:20.270446080+00:00,SF12BW125,-94,node3,7.2
446,2019-10-28 08:09:35.765403904+00:00,SF12BW125,-107,node2,2.8
447,2019-10-28 08:10:26.392518144+00:00,SF12BW125,-96,node3,7.2
448,2019-10-28 08:10:41.880649216+00:00,SF12BW125,-104,node2,3.0
449,2019-10-28 08:11:03.627811072+00:00,SF12BW125,-101,node1,4.2
450,2019-10-28 08:11:32.504070912+00:00,SF12BW125,-94,node3,6.8
451,2019-10-28 08:11:48.003330048+00:00,SF12BW125,-107,node2,2.0
452,2019-10-28 08:12:09.742947072+00:00,SF12BW125,-102,node1,5.2
453,2019-10-28 08:12:54.118396928+00:00,SF12BW125,-107,node2,2.0
454,2019-10-28 08:13:15.863122944+00:00,SF12BW125,-102,node1,5.5
455,2019-10-28 08:13:44.777282048+00:00,SF12BW125,-96,node3,8.8
456,2019-10-28 08:14:21.976481024+00:00,SF12BW125,-101,node1,3.5
457,2019-10-28 08:15:06.351322880+00:00,SF12BW125,-105,node2,3.0
458,2019-10-28 08:15:28.098885888+00:00,SF12BW125,-108,node1,3.5
459,2019-10-28 08:16:34.205518080+00:00,SF12BW125,-104,node1,2.8
460,2019-10-28 08:17:03.092893952+00:00,SF12BW125,-96,node3,7.0
461,2019-10-28 08:17:18.590347008+00:00,SF12BW125,-107,node2,2.0
462,2019-10-28 08:17:40.330396928+00:00,SF12BW125,-108,node1,3.5
463,2019-10-28 08:18:24.707716096+00:00,SF12BW125,-109,node2,0.5
464,2019-10-28 08:18:46.448692992+00:00,SF12BW125,-100,node1,5.0
465,2019-10-28 08:19:15.327162880+00:00,SF12BW125,-99,node3,8.5
466,2019-10-28 08:19:30.821555968+00:00,SF12BW125,-108,node2,0.2
467,2019-10-28 08:19:52.562125056+00:00,SF12BW125,-106,node1,4.0
468,2019-10-28 08:20:21.445911040+00:00,SF12BW125,-96,node3,7.0
469,2019-10-28 08:20:58.678519040+00:00,SF12BW125,-106,node1,4.2
470,2019-10-28 08:21:27.562083072+00:00,SF12BW125,-97,node3,7.8
471,2019-10-28 08:21:43.063154944+00:00,SF12BW125,-106,node2,2.5
472,2019-10-28 08:22:04.795814144+00:00,SF12BW125,-106,node1,3.8
473,2019-10-28 08:22:33.678072064+00:00,SF12BW125,-97,node3,7.2
474,2019-10-28 08:23:10.912300032+00:00,SF12BW125,-104,node1,3.0
475,2019-10-28 08:23:39.791897088+00:00,SF12BW125,-97,node3,8.2
476,2019-10-28 08:23:55.577950976+00:00,SF12BW125,-108,node2,0.2
477,2019-10-28 08:24:17.026833920+00:00,SF12BW125,-102,node1,5.8
478,2019-10-28 08:24:45.915591936+00:00,SF12BW125,-96,node3,7.0
479,2019-10-28 08:25:01.413718016+00:00,SF12BW125,-106,node2,2.5
480,2019-10-28 08:26:29.266080+00:00,SF12BW125,-103,node1,4.5
481,2019-10-28 08:27:13.652451072+00:00,SF12BW125,-109,node2,0.0
482,2019-10-28 08:27:35.380634112+00:00,SF12BW125,-102,node1,5.0
483,2019-10-28 08:28:04.265001984+00:00,SF12BW125,-97,node3,7.5
484,2019-10-28 08:28:19.757739008+00:00,SF12BW125,-108,node2,2.0
485,2019-10-28 08:29:10.376514048+00:00,SF12BW125,-94,node3,7.2
486,2019-10-28 08:29:25.920670976+00:00,SF12BW125,-108,node2,1.2
487,2019-10-28 08:29:47.613879040+00:00,SF12BW125,-98,node1,6.5
488,2019-10-28 08:30:16.496952064+00:00,SF12BW125,-95,node3,7.2
489,2019-10-28 08:30:31.992989184+00:00,SF12BW125,-111,node2,0.8
490,2019-10-28 08:30:53.735697920+00:00,SF12BW125,-103,node1,4.5
491,2019-10-28 08:31:59.856044032+00:00,SF12BW125,-107,node1,4.8
492,2019-10-28 08:32:28.736905216+00:00,SF12BW125,-96,node3,9.5
493,2019-10-28 08:32:44.236079104+00:00,SF12BW125,-106,node2,1.8
494,2019-10-28 08:33:05.970966016+00:00,SF12BW125,-100,node1,4.5
495,2019-10-28 08:33:34.853550848+00:00,SF12BW125,-96,node3,8.5
496,2019-10-28 08:33:50.345926912+00:00,SF12BW125,-109,node2,0.0
497,2019-10-28 08:34:12.087081984+00:00,SF12BW125,-106,node1,4.5
498,2019-10-28 08:34:56.465446912+00:00,SF12BW125,-106,node2,3.5
499,2019-10-28 08:35:18.201453056+00:00,SF12BW125,-99,node1,5.8
500,2019-10-28 08:35:47.080697088+00:00,SF12BW125,-96,node3,7.0
501,2019-10-28 08:36:02.607276800+00:00,SF12BW125,-107,node2,1.5
502,2019-10-28 08:36:24.326750976+00:00,SF12BW125,-104,node1,3.0
503,2019-10-28 08:36:53.201750016+00:00,SF12BW125,-93,node3,6.2
504,2019-10-28 08:37:30.434888960+00:00,SF12BW125,-102,node1,4.5
505,2019-10-28 08:38:14.817604096+00:00,SF12BW125,-108,node2,0.0
506,2019-10-28 08:39:05.431538176+00:00,SF12BW125,-96,node3,7.5
507,2019-10-28 08:39:42.668476160+00:00,SF12BW125,-102,node1,3.2
508,2019-10-28 08:40:11.555193856+00:00,SF12BW125,-94,node3,6.5
509,2019-10-28 08:40:27.054771968+00:00,SF12BW125,-105,node2,3.2
510,2019-10-28 08:40:48.784450048+00:00,SF12BW125,-105,node1,4.2
511,2019-10-28 08:41:17.669722112+00:00,SF12BW125,-96,node3,6.8
512,2019-10-28 08:41:33.173396224+00:00,SF12BW125,-109,node2,0.2
513,2019-10-28 08:41:54.903654144+00:00,SF12BW125,-98,node1,5.0
514,2019-10-28 08:42:23.785916928+00:00,SF12BW125,-97,node3,6.2
515,2019-10-28 08:43:01.025556992+00:00,SF12BW125,-99,node1,5.5
516,2019-10-28 08:43:29.903616+00:00,SF12BW125,-96,node3,7.2
517,2019-10-28 08:43:45.403773184+00:00,SF12BW125,-103,node2,3.5
518,2019-10-28 08:44:07.141836800+00:00,SF12BW125,-100,node1,4.5
519,2019-10-28 08:44:51.522800896+00:00,SF12BW125,-103,node2,3.5
520,2019-10-28 08:45:42.139256832+00:00,SF12BW125,-96,node3,7.0
521,2019-10-28 08:45:57.639616+00:00,SF12BW125,-108,node2,1.0
522,2019-10-28 08:46:19.374460928+00:00,SF12BW125,-102,node1,4.0
523,2019-10-28 08:47:03.753127936+00:00,SF12BW125,-109,node2,0.2
524,2019-10-28 08:47:25.496287232+00:00,SF12BW125,-101,node1,4.8
525,2019-10-28 08:47:54.372358144+00:00,SF12BW125,-95,node3,6.5
526,2019-10-28 08:48:31.609739008+00:00,SF12BW125,-103,node1,5.5
527,2019-10-28 08:49:00.497577984+00:00,SF12BW125,-96,node3,8.2
528,2019-10-28 08:49:15.995625984+00:00,SF12BW125,-108,node2,1.2
529,2019-10-28 08:50:06.609574912+00:00,SF12BW125,-96,node3,8.8
530,2019-10-28 08:50:22.104685056+00:00,SF12BW125,-105,node2,3.5
531,2019-10-28 08:50:43.845367808+00:00,SF12BW125,-102,node1,6.0
532,2019-10-28 08:51:12.727510016+00:00,SF12BW125,-95,node3,8.8
533,2019-10-28 08:51:28.228638976+00:00,SF12BW125,-107,node2,3.0
534,2019-10-28 08:51:49.960740096+00:00,SF12BW125,-105,node1,2.0
535,2019-10-28 08:52:18.844163840+00:00,SF12BW125,-95,node3,8.0
536,2019-10-28 08:52:34.346883072+00:00,SF12BW125,-106,node2,1.8
537,2019-10-28 08:52:56.075148032+00:00,SF12BW125,-101,node1,5.5
538,2019-10-28 08:53:24.954364928+00:00,SF12BW125,-99,node3,8.0
539,2019-10-28 08:53:40.457360128+00:00,SF12BW125,-109,node2,-0.2
540,2019-10-28 08:54:31.078238976+00:00,SF12BW125,-96,node3,7.0
541,2019-10-28 08:54:46.578660864+00:00,SF12BW125,-107,node2,3.2
542,2019-10-28 08:55:52.694427904+00:00,SF12BW125,-107,node2,1.0
543,2019-10-28 08:56:14.427102976+00:00,SF12BW125,-99,node1,6.0
544,2019-10-28 08:56:43.310775040+00:00,SF12BW125,-95,node3,7.0
545,2019-10-28 08:57:20.547995136+00:00,SF12BW125,-103,node1,4.5
546,2019-10-28 08:57:49.424481024+00:00,SF12BW125,-96,node3,6.0
547,2019-10-28 08:58:04.935384064+00:00,SF12BW125,-105,node2,3.2
548,2019-10-28 08:58:26.665988864+00:00,SF12BW125,-99,node1,5.8
549,2019-10-28 08:58:55.546072064+00:00,SF12BW125,-97,node3,8.2
550,2019-10-28 08:59:11.051169024+00:00,SF12BW125,-105,node2,3.2
551,2019-10-28 08:59:32.778619904+00:00,SF12BW125,-100,node1,5.0
552,2019-10-28 09:00:01.663104+00:00,SF12BW125,-96,node3,7.0
553,2019-10-28 09:00:17.164762880+00:00,SF12BW125,-103,node2,3.5
554,2019-10-28 09:00:38.900142080+00:00,SF12BW125,-101,node1,4.8
555,2019-10-28 09:01:45.013593856+00:00,SF12BW125,-105,node1,4.5
556,2019-10-28 09:02:29.405314048+00:00,SF12BW125,-104,node2,4.0
557,2019-10-28 09:02:51.128573952+00:00,SF12BW125,-108,node1,2.2
558,2019-10-28 09:03:20.008371200+00:00,SF12BW125,-99,node3,6.5
559,2019-10-28 09:03:35.518049024+00:00,SF12BW125,-106,node2,2.5
560,2019-10-28 09:04:26.132342016+00:00,SF12BW125,-95,node3,7.0
561,2019-10-28 09:05:03.360506112+00:00,SF12BW125,-108,node1,2.2
562,2019-10-28 10:12:33.595719168+00:00,SF12BW125,-110,node3,-2.2
563,2019-10-28 10:14:45.824692992+00:00,SF12BW125,-108,node3,-0.8
564,2019-10-28 10:15:51.939645952+00:00,SF12BW125,-107,node3,-1.0
565,2019-10-28 10:15:57.671376896+00:00,SF12BW125,-101,node1,6.0
566,2019-10-28 10:17:03.601479936+00:00,SF12BW125,-102,node1,5.2
567,2019-10-28 10:18:04.179161088+00:00,SF12BW125,-108,node3,-1.0
568,2019-10-28 10:18:09.719193088+00:00,SF12BW125,-100,node1,5.0
569,2019-10-28 10:19:10.296833024+00:00,SF12BW125,-109,node3,-1.8
570,2019-10-28 10:19:15.826812928+00:00,SF12BW125,-99,node1,6.8
571,2019-10-28 10:20:16.474298112+00:00,SF12BW125,-108,node3,-0.2
572,2019-10-28 10:20:21.947179008+00:00,SF12BW125,-97,node1,5.2
573,2019-10-28 10:21:28.067568896+00:00,SF12BW125,-103,node1,5.8
574,2019-10-28 10:22:28.641640960+00:00,SF12BW125,-109,node3,-0.2
575,2019-10-28 10:22:34.183141888+00:00,SF12BW125,-96,node1,5.5
576,2019-10-28 10:23:34.756283904+00:00,SF12BW125,-107,node3,-0.8
577,2019-10-28 10:24:40.880527872+00:00,SF12BW125,-107,node3,0.0
578,2019-10-28 10:24:46.419388160+00:00,SF12BW125,-97,node1,5.5
579,2019-10-28 10:25:46.992716032+00:00,SF12BW125,-108,node3,-0.5
580,2019-10-28 10:25:52.535319040+00:00,SF12BW125,-96,node1,6.0
581,2019-10-28 10:26:53.116712192+00:00,SF12BW125,-112,node3,-1.0
582,2019-10-28 10:28:04.766146048+00:00,SF12BW125,-99,node1,5.5
583,2019-10-28 10:29:05.345526016+00:00,SF12BW125,-108,node3,-1.0
584,2019-10-28 10:29:10.880544+00:00,SF12BW125,-103,node1,5.8
585,2019-10-28 10:30:11.465879040+00:00,SF12BW125,-112,node3,-1.8
586,2019-10-28 10:30:17.002831104+00:00,SF12BW125,-99,node1,5.8
587,2019-10-28 10:31:17.582638080+00:00,SF12BW125,-111,node3,-0.5
588,2019-10-28 10:32:23.697947904+00:00,SF12BW125,-109,node3,-0.8
589,2019-10-28 10:32:29.236502784+00:00,SF12BW125,-99,node1,5.5
590,2019-10-28 10:33:29.809672960+00:00,SF12BW125,-109,node3,-0.2
591,2019-10-28 10:33:32.420398848+00:00,SF12BW125,-113,node2,-13.2
592,2019-10-28 10:33:46.136670208+00:00,SF12BW125,-113,node2,-13.5
593,2019-10-28 10:34:41.472910848+00:00,SF12BW125,-102,node1,6.2
594,2019-10-28 10:34:52.251585024+00:00,SF12BW125,-113,node2,-18.5
595,2019-10-28 10:35:42.045003008+00:00,SF12BW125,-112,node3,0.0
596,2019-10-28 10:35:47.584374784+00:00,SF12BW125,-99,node1,6.0
597,2019-10-28 10:36:48.167924992+00:00,SF12BW125,-112,node3,-1.5
598,2019-10-28 10:36:53.704370944+00:00,SF12BW125,-97,node1,5.8
599,2019-10-28 10:37:04.486605056+00:00,SF12BW125,-111,node2,-12.8
600,2019-10-28 10:37:54.276819968+00:00,SF12BW125,-113,node3,-1.2
601,2019-10-28 10:38:10.602221056+00:00,SF12BW125,-113,node2,-8.8
602,2019-10-28 10:39:00.393181184+00:00,SF12BW125,-108,node3,-2.2
603,2019-10-28 10:39:05.938539008+00:00,SF12BW125,-100,node1,5.0
604,2019-10-28 10:39:16.726315008+00:00,SF12BW125,-112,node2,-9.5
605,2019-10-28 10:39:42.276449024+00:00,SF12BW125,-113,node2,-10.2
606,2019-10-28 10:39:45.587260928+00:00,SF12BW125,-113,node2,-11.2
607,2019-10-28 10:39:51.063060992+00:00,SF12BW125,-113,node2,-10.2
608,2019-10-28 10:40:06.516280832+00:00,SF12BW125,-111,node3,-1.0
609,2019-10-28 10:41:12.634927872+00:00,SF12BW125,-113,node3,-2.8
610,2019-10-28 10:41:18.168390144+00:00,SF12BW125,-103,node1,6.0
611,2019-10-28 10:42:03.299639040+00:00,SF12BW125,-111,node2,-9.2
612,2019-10-28 10:42:06.608585984+00:00,SF12BW125,-113,node2,-8.8
613,2019-10-28 10:42:18.741832960+00:00,SF12BW125,-111,node3,-1.2
614,2019-10-28 10:42:24.284462080+00:00,SF12BW125,-96,node1,4.8
615,2019-10-28 10:43:12.733232896+00:00,SF12BW125,-112,node2,-8.5
616,2019-10-28 10:43:30.406496+00:00,SF12BW125,-97,node1,6.2
617,2019-10-28 10:43:49.294950912+00:00,SF12BW125,-112,node2,-9.0
618,2019-10-28 10:44:30.984463104+00:00,SF12BW125,-108,node3,-1.2
